stratum,r,gene_set
any_pair,0.0184,all
any_pair,0.0339,all
any_pair,0.0407,all
any_pair,0.0165,all
any_pair,0.0339,all
any_pair,0.074,all
any_pair,-0.0137,all
any_pair,0.0367,all
any_pair,0.0019,all
any_pair,-0.0,all
any_pair,-0.0119,all
any_pair,0.0273,all
any_pair,0.0049,all
any_pair,0.0142,all
any_pair,0.033,all
any_pair,0.02,all
any_pair,0.012,all
any_pair,0.0261,all
any_pair,0.0192,all
any_pair,0.0242,all
any_pair,0.0387,all
any_pair,0.0345,all
any_pair,0.1024,all
any_pair,0.049,all
any_pair,0.0029,all
any_pair,0.0138,all
any_pair,-0.0104,all
any_pair,0.0358,all
any_pair,0.0261,all
any_pair,-0.0235,all
any_pair,0.0174,all
any_pair,0.0228,all
any_pair,0.045,all
any_pair,0.1445,all
any_pair,0.0161,all
any_pair,0.0368,all
any_pair,-0.0195,all
any_pair,-0.0061,all
any_pair,0.0096,all
any_pair,0.0075,all
any_pair,0.0154,all
any_pair,0.0142,all
any_pair,0.0079,all
any_pair,0.0201,all
any_pair,0.0434,all
any_pair,0.0619,all
any_pair,0.0339,all
any_pair,0.0058,all
any_pair,0.026,all
any_pair,-0.018,all
any_pair,0.0172,all
any_pair,-0.0104,all
any_pair,0.05,all
any_pair,0.024,all
any_pair,-0.0107,all
any_pair,0.0596,all
any_pair,-0.0011,all
any_pair,0.0229,all
any_pair,0.0382,all
any_pair,-0.0065,all
any_pair,0.0097,all
any_pair,0.0074,all
any_pair,0.0094,all
any_pair,0.0355,all
any_pair,0.0256,all
any_pair,0.0163,all
any_pair,0.0353,all
any_pair,0.0431,all
any_pair,0.0251,all
any_pair,0.0461,all
any_pair,0.0262,all
any_pair,0.0167,all
any_pair,0.0368,all
any_pair,0.0783,all
any_pair,-0.0048,all
any_pair,0.0243,all
any_pair,0.0182,all
any_pair,0.0424,all
any_pair,0.0301,all
any_pair,0.0196,all
any_pair,0.0391,all
any_pair,0.017,all
any_pair,0.0158,all
any_pair,0.0526,all
any_pair,-0.0042,all
any_pair,0.0035,all
any_pair,-0.0043,all
any_pair,0.0279,all
any_pair,0.0409,all
any_pair,0.021,all
any_pair,0.0178,all
any_pair,-0.0515,all
any_pair,-0.039,all
any_pair,-0.0016,all
any_pair,0.009,all
any_pair,0.0307,all
any_pair,0.0276,all
any_pair,-0.0082,all
any_pair,0.0804,all
any_pair,-0.0193,all
any_pair,0.0382,all
any_pair,0.0118,all
any_pair,0.005,all
any_pair,-0.0005,all
any_pair,0.0196,all
any_pair,-0.0467,all
any_pair,-0.023,all
any_pair,0.0277,all
any_pair,0.0072,all
any_pair,-0.0418,all
any_pair,0.0961,all
any_pair,-0.0207,all
any_pair,0.0337,all
any_pair,0.0266,all
any_pair,0.024,all
any_pair,0.0582,all
any_pair,0.0135,all
any_pair,-0.0104,all
any_pair,0.0028,all
any_pair,-0.0079,all
any_pair,-0.0198,all
any_pair,-0.0161,all
any_pair,-0.0114,all
any_pair,-0.0145,all
any_pair,-0.0014,all
any_pair,0.0226,all
any_pair,0.0072,all
any_pair,0.0288,all
any_pair,0.0058,all
any_pair,0.0389,all
any_pair,0.0177,all
any_pair,0.065,all
any_pair,-0.0229,all
any_pair,0.0447,all
any_pair,0.0452,all
any_pair,-0.0131,all
any_pair,-0.0007,all
any_pair,0.0159,all
any_pair,-0.0307,all
any_pair,0.0834,all
any_pair,0.0127,all
any_pair,-0.0028,all
any_pair,0.0082,all
any_pair,0.0463,all
any_pair,-0.002,all
any_pair,0.0124,all
any_pair,0.0237,all
any_pair,0.0091,all
any_pair,0.0336,all
any_pair,-0.0021,all
any_pair,0.0429,all
any_pair,0.0029,all
any_pair,-0.0268,all
any_pair,0.0127,all
any_pair,-0.0234,all
any_pair,0.0226,all
any_pair,0.0797,all
any_pair,0.036,all
any_pair,0.0234,all
any_pair,0.0366,all
any_pair,0.0104,all
any_pair,0.0387,all
any_pair,0.0263,all
any_pair,0.0184,all
any_pair,-0.0085,all
any_pair,-0.0162,all
any_pair,-0.0177,all
any_pair,0.0292,all
any_pair,0.021,all
any_pair,0.027,all
any_pair,0.0024,all
any_pair,0.0239,all
any_pair,-0.0185,all
any_pair,0.0158,all
any_pair,0.0605,all
any_pair,0.0388,all
any_pair,0.0397,all
any_pair,0.0319,all
any_pair,0.0384,all
any_pair,0.0237,all
any_pair,0.0177,all
any_pair,0.0263,all
any_pair,-0.006,all
any_pair,0.0138,all
any_pair,0.0304,all
any_pair,0.0328,all
any_pair,0.0354,all
any_pair,-0.0155,all
any_pair,0.0259,all
any_pair,0.0205,all
any_pair,0.1093,all
any_pair,0.0303,all
any_pair,0.0127,all
any_pair,-0.0115,all
any_pair,0.0168,all
any_pair,0.0125,all
any_pair,0.0105,all
any_pair,0.022,all
any_pair,0.0108,all
any_pair,0.0273,all
any_pair,0.0056,all
any_pair,0.0091,all
any_pair,0.0312,all
any_pair,0.0098,all
any_pair,0.0248,all
any_pair,-0.0172,all
any_pair,0.0192,all
any_pair,0.0029,all
any_pair,-0.0272,all
any_pair,0.0182,all
any_pair,0.046,all
any_pair,0.015,all
any_pair,0.004,all
any_pair,-0.0017,all
any_pair,0.0177,all
any_pair,-0.0043,all
any_pair,0.0518,all
any_pair,-0.018,all
any_pair,0.0012,all
any_pair,0.0213,all
any_pair,0.0198,all
any_pair,0.1867,all
any_pair,0.0489,all
any_pair,0.0377,all
any_pair,-0.016,all
any_pair,0.0223,all
any_pair,-0.0012,all
any_pair,-0.0032,all
any_pair,0.0181,all
any_pair,0.0436,all
any_pair,0.0231,all
any_pair,0.043,all
any_pair,-0.0009,all
any_pair,0.0258,all
any_pair,-0.0044,all
any_pair,0.0447,all
any_pair,-0.0025,all
any_pair,-0.0037,all
any_pair,0.0341,all
any_pair,-0.0184,all
any_pair,0.0184,all
any_pair,0.0038,all
any_pair,0.0389,all
any_pair,0.0073,all
any_pair,0.0175,all
any_pair,0.0475,all
any_pair,-0.0024,all
any_pair,0.0782,all
any_pair,0.0136,all
any_pair,0.0407,all
any_pair,0.0361,all
any_pair,-0.0085,all
any_pair,0.0391,all
any_pair,0.0361,all
any_pair,0.0245,all
any_pair,0.0233,all
any_pair,0.0403,all
any_pair,0.0012,all
any_pair,-0.0295,all
any_pair,-0.0036,all
any_pair,0.0185,all
any_pair,0.0211,all
any_pair,0.0443,all
any_pair,-0.0385,all
any_pair,-0.0262,all
any_pair,0.025,all
any_pair,-0.0163,all
any_pair,0.0137,all
any_pair,0.0216,all
any_pair,-0.0197,all
any_pair,0.0379,all
any_pair,-0.0126,all
any_pair,0.1596,all
any_pair,-0.0041,all
any_pair,0.0023,all
any_pair,0.0045,all
any_pair,0.0142,all
any_pair,0.0616,all
any_pair,-0.0115,all
any_pair,0.0331,all
any_pair,0.0104,all
any_pair,0.0233,all
any_pair,-0.0257,all
any_pair,0.2313,all
any_pair,0.0088,all
any_pair,0.0021,all
any_pair,0.0197,all
any_pair,0.0349,all
any_pair,0.0539,all
any_pair,0.0119,all
any_pair,-0.0031,all
any_pair,0.0111,all
any_pair,0.0087,all
any_pair,0.0204,all
any_pair,0.0512,all
any_pair,0.0119,all
any_pair,-0.0075,all
any_pair,-0.016,all
any_pair,0.0098,all
any_pair,0.0213,all
any_pair,0.0208,all
any_pair,-0.0091,all
any_pair,0.0328,all
any_pair,0.0021,all
any_pair,0.0541,all
any_pair,0.0025,all
any_pair,0.0397,all
any_pair,-0.0165,all
any_pair,0.0335,all
any_pair,0.0155,all
any_pair,-0.0191,all
any_pair,-0.004,all
any_pair,0.0345,all
any_pair,0.0191,all
any_pair,-0.0016,all
any_pair,0.0195,all
any_pair,0.0545,all
any_pair,-0.001,all
any_pair,0.0125,all
any_pair,-0.0066,all
any_pair,0.0561,all
any_pair,0.035,all
any_pair,-0.0069,all
any_pair,0.0276,all
any_pair,-0.0035,all
any_pair,-0.0259,all
any_pair,0.0072,all
any_pair,0.0282,all
any_pair,0.0046,all
any_pair,0.0566,all
any_pair,0.0463,all
any_pair,0.0443,all
any_pair,0.057,all
any_pair,0.0507,all
any_pair,0.0352,all
any_pair,0.0464,all
any_pair,-0.0055,all
any_pair,0.0015,all
any_pair,-0.0115,all
any_pair,0.0286,all
any_pair,-0.0092,all
any_pair,0.0078,all
any_pair,0.0042,all
any_pair,0.0438,all
any_pair,-0.0044,all
any_pair,0.0253,all
any_pair,0.0134,all
any_pair,0.0306,all
any_pair,0.0401,all
any_pair,-0.0135,all
any_pair,0.0147,all
any_pair,0.0202,all
any_pair,-0.0065,all
any_pair,0.0143,all
diff_drug,0.0452,all
diff_drug,-0.001,all
diff_drug,-0.0025,all
diff_drug,-0.0204,all
diff_drug,-0.0208,all
diff_drug,0.0501,all
diff_drug,-0.0098,all
diff_drug,0.0042,all
diff_drug,0.0124,all
diff_drug,0.047,all
diff_drug,0.0378,all
diff_drug,0.0432,all
diff_drug,0.0258,all
diff_drug,0.0036,all
diff_drug,0.0274,all
diff_drug,0.0048,all
diff_drug,0.0276,all
diff_drug,-0.043,all
diff_drug,0.0577,all
diff_drug,0.0272,all
diff_drug,0.0221,all
diff_drug,0.0476,all
diff_drug,0.0356,all
diff_drug,0.0271,all
diff_drug,0.0334,all
diff_drug,0.0325,all
diff_drug,0.0094,all
diff_drug,-0.0074,all
diff_drug,0.0406,all
diff_drug,-0.0127,all
diff_drug,0.0127,all
diff_drug,-0.0319,all
diff_drug,0.0229,all
diff_drug,0.0432,all
diff_drug,0.0183,all
diff_drug,0.0006,all
diff_drug,0.0179,all
diff_drug,0.0151,all
diff_drug,0.0258,all
diff_drug,0.0015,all
diff_drug,0.0046,all
diff_drug,0.0166,all
diff_drug,0.0137,all
diff_drug,0.0307,all
diff_drug,0.0026,all
diff_drug,0.0531,all
diff_drug,0.016,all
diff_drug,-0.02,all
diff_drug,-0.0107,all
diff_drug,0.0291,all
diff_drug,-0.0196,all
diff_drug,0.0222,all
diff_drug,0.0225,all
diff_drug,0.0347,all
diff_drug,0.0333,all
diff_drug,0.007,all
diff_drug,0.0369,all
diff_drug,-0.0073,all
diff_drug,0.0055,all
diff_drug,-0.0011,all
diff_drug,0.0012,all
diff_drug,0.0302,all
diff_drug,0.0372,all
diff_drug,0.0036,all
diff_drug,0.0049,all
diff_drug,0.0239,all
diff_drug,-0.0454,all
diff_drug,0.0337,all
diff_drug,0.0295,all
diff_drug,0.0374,all
diff_drug,-0.0064,all
diff_drug,0.0383,all
diff_drug,-0.002,all
diff_drug,0.0322,all
diff_drug,0.006,all
diff_drug,0.0244,all
diff_drug,0.0029,all
diff_drug,0.015,all
diff_drug,-0.0002,all
diff_drug,0.022,all
diff_drug,0.0119,all
diff_drug,0.0316,all
diff_drug,0.0209,all
diff_drug,-0.0113,all
diff_drug,0.0147,all
diff_drug,-0.0128,all
diff_drug,0.0086,all
diff_drug,-0.0054,all
diff_drug,0.0177,all
diff_drug,0.0455,all
diff_drug,-0.0148,all
diff_drug,0.042,all
diff_drug,0.092,all
diff_drug,0.0022,all
diff_drug,-0.0006,all
diff_drug,0.0085,all
diff_drug,0.0279,all
diff_drug,0.0348,all
diff_drug,0.0295,all
diff_drug,0.0135,all
diff_drug,0.0436,all
diff_drug,-0.0171,all
diff_drug,0.0036,all
diff_drug,-0.0089,all
diff_drug,0.0248,all
diff_drug,-0.0019,all
diff_drug,-0.0518,all
diff_drug,-0.0255,all
diff_drug,0.0415,all
diff_drug,-0.028,all
diff_drug,0.0246,all
diff_drug,-0.0013,all
diff_drug,0.0095,all
diff_drug,0.0308,all
diff_drug,0.0119,all
diff_drug,0.0516,all
diff_drug,-0.0289,all
diff_drug,0.0674,all
diff_drug,0.0084,all
diff_drug,0.0612,all
diff_drug,0.0353,all
diff_drug,0.0109,all
diff_drug,0.0204,all
diff_drug,-0.0024,all
diff_drug,-0.0137,all
diff_drug,0.0248,all
diff_drug,0.0008,all
diff_drug,0.0962,all
diff_drug,-0.0045,all
diff_drug,0.0208,all
diff_drug,0.0417,all
diff_drug,0.0266,all
diff_drug,-0.0032,all
diff_drug,0.0081,all
diff_drug,0.0179,all
diff_drug,0.0595,all
diff_drug,-0.0424,all
diff_drug,0.0308,all
diff_drug,0.011,all
diff_drug,-0.0086,all
diff_drug,-0.0029,all
diff_drug,0.0365,all
diff_drug,-0.0005,all
diff_drug,0.0256,all
diff_drug,0.0119,all
diff_drug,0.0436,all
diff_drug,0.0359,all
diff_drug,0.0139,all
diff_drug,0.0282,all
diff_drug,0.0397,all
diff_drug,0.0151,all
diff_drug,0.0425,all
diff_drug,-0.0221,all
diff_drug,0.0703,all
diff_drug,0.0329,all
diff_drug,-0.0078,all
diff_drug,-0.0049,all
diff_drug,0.0264,all
diff_drug,0.0568,all
diff_drug,0.0154,all
diff_drug,-0.0427,all
diff_drug,0.0228,all
diff_drug,0.0259,all
diff_drug,0.0276,all
diff_drug,0.0165,all
diff_drug,0.0546,all
diff_drug,0.007,all
diff_drug,0.068,all
diff_drug,0.0427,all
diff_drug,0.0153,all
diff_drug,0.0456,all
diff_drug,0.0377,all
diff_drug,-0.0127,all
diff_drug,0.0305,all
diff_drug,0.0167,all
diff_drug,-0.0092,all
diff_drug,0.0376,all
diff_drug,0.0256,all
diff_drug,0.0206,all
diff_drug,0.0029,all
diff_drug,-0.0006,all
diff_drug,0.0085,all
diff_drug,-0.0284,all
diff_drug,0.008,all
diff_drug,0.0297,all
diff_drug,0.0112,all
diff_drug,0.0071,all
diff_drug,0.0324,all
diff_drug,0.0252,all
diff_drug,-0.0123,all
diff_drug,0.0311,all
diff_drug,0.0197,all
diff_drug,0.0263,all
diff_drug,0.0289,all
diff_drug,0.0121,all
diff_drug,0.0296,all
diff_drug,0.0305,all
diff_drug,0.0164,all
diff_drug,0.0452,all
diff_drug,0.0623,all
diff_drug,0.005,all
diff_drug,0.026,all
diff_drug,0.0223,all
diff_drug,0.0049,all
diff_drug,0.0109,all
diff_drug,0.0174,all
diff_drug,0.0377,all
diff_drug,0.0166,all
diff_drug,0.0313,all
diff_drug,-0.0233,all
diff_drug,0.0009,all
diff_drug,-0.0103,all
diff_drug,-0.0063,all
diff_drug,-0.0439,all
diff_drug,-0.0009,all
diff_drug,0.0286,all
diff_drug,0.0381,all
diff_drug,-0.0003,all
diff_drug,-0.0072,all
diff_drug,0.0319,all
diff_drug,0.0043,all
diff_drug,0.0088,all
diff_drug,-0.0044,all
diff_drug,0.033,all
diff_drug,0.0224,all
diff_drug,0.015,all
diff_drug,0.0358,all
diff_drug,-0.0035,all
diff_drug,-0.0256,all
diff_drug,0.0041,all
diff_drug,0.0033,all
diff_drug,0.0281,all
diff_drug,-0.0063,all
diff_drug,0.057,all
diff_drug,0.0145,all
diff_drug,0.0089,all
diff_drug,-0.0148,all
diff_drug,0.0329,all
diff_drug,0.0469,all
diff_drug,-0.0084,all
diff_drug,0.0355,all
diff_drug,0.0454,all
diff_drug,0.0064,all
diff_drug,0.0546,all
diff_drug,0.0465,all
diff_drug,0.0141,all
diff_drug,0.006,all
diff_drug,-0.0174,all
diff_drug,0.0211,all
diff_drug,0.0084,all
diff_drug,-0.0016,all
diff_drug,0.0126,all
diff_drug,0.0384,all
diff_drug,-0.0048,all
diff_drug,0.0195,all
diff_drug,0.0038,all
diff_drug,0.0087,all
diff_drug,0.027,all
diff_drug,-0.0016,all
diff_drug,-0.0093,all
diff_drug,0.0112,all
diff_drug,0.0267,all
diff_drug,0.0324,all
diff_drug,0.0485,all
diff_drug,-0.0093,all
diff_drug,-0.0139,all
diff_drug,-0.0229,all
diff_drug,0.0531,all
diff_drug,0.0105,all
diff_drug,0.0214,all
diff_drug,-0.0255,all
diff_drug,0.0234,all
diff_drug,0.0182,all
diff_drug,0.0508,all
diff_drug,-0.0504,all
diff_drug,-0.0335,all
diff_drug,0.037,all
diff_drug,0.0195,all
diff_drug,-0.0036,all
diff_drug,0.0539,all
diff_drug,-0.0099,all
diff_drug,-0.0192,all
diff_drug,0.0435,all
diff_drug,0.0584,all
diff_drug,0.0399,all
diff_drug,0.0198,all
diff_drug,0.0193,all
diff_drug,0.0276,all
diff_drug,-0.013,all
diff_drug,0.0118,all
diff_drug,0.0504,all
diff_drug,0.052,all
diff_drug,-0.0057,all
diff_drug,0.0277,all
diff_drug,-0.0252,all
diff_drug,0.0014,all
diff_drug,-0.0112,all
diff_drug,-0.0546,all
diff_drug,0.0131,all
diff_drug,0.0306,all
diff_drug,0.0105,all
diff_drug,-0.002,all
diff_drug,0.0098,all
diff_drug,0.0366,all
diff_drug,-0.0145,all
diff_drug,0.0417,all
diff_drug,-0.0085,all
diff_drug,0.0167,all
diff_drug,0.0084,all
diff_drug,0.0217,all
diff_drug,0.0133,all
diff_drug,0.0502,all
diff_drug,0.0205,all
diff_drug,-0.0145,all
diff_drug,0.0311,all
diff_drug,-0.0018,all
diff_drug,-0.033,all
diff_drug,-0.0127,all
diff_drug,0.0265,all
diff_drug,0.065,all
diff_drug,0.054,all
diff_drug,0.0505,all
diff_drug,0.044,all
diff_drug,0.0133,all
diff_drug,0.0129,all
diff_drug,0.0167,all
diff_drug,0.0436,all
diff_drug,-0.0095,all
diff_drug,-0.0212,all
diff_drug,0.0128,all
diff_drug,0.018,all
diff_drug,-0.0227,all
diff_drug,0.0338,all
diff_drug,0.0648,all
diff_drug,-0.0263,all
diff_drug,0.0093,all
diff_drug,0.0126,all
diff_drug,0.0765,all
diff_drug,-0.0034,all
diff_drug,0.0065,all
diff_drug,0.0116,all
diff_drug,-0.0087,all
diff_drug,0.0295,all
diff_drug,-0.0065,all
diff_drug,0.0033,all
diff_drug,0.028,all
diff_drug,0.0281,all
diff_drug,-0.0429,all
diff_drug,0.0501,all
diff_drug,0.016,all
diff_drug,0.0316,all
diff_drug,0.0146,all
diff_drug,0.0016,all
diff_drug,-0.001,all
diff_drug,-0.0302,all
diff_drug,0.0273,all
diff_drug,0.045,all
diff_drug,0.0232,all
diff_drug,0.0265,all
diff_drug,0.0227,all
diff_drug,0.0386,all
diff_drug,0.0107,all
diff_drug,0.0756,all
diff_drug,0.028,all
diff_drug,0.0241,all
diff_drug,-0.0134,all
diff_drug,0.0068,all
diff_drug,0.0552,all
diff_drug,-0.007,all
diff_drug,-0.0321,all
diff_drug,0.0433,all
diff_drug,0.0277,all
diff_drug,0.0149,all
diff_drug,0.0277,all
diff_drug,-0.0238,all
diff_drug,0.0212,all
diff_drug,-0.0455,all
diff_drug,0.0453,all
diff_drug,0.1425,all
diff_drug,0.0441,all
diff_drug,0.0308,all
diff_drug,0.0151,all
diff_drug,0.0417,all
diff_drug,0.0341,all
diff_drug,0.0043,all
diff_drug,0.0198,all
diff_drug,-0.016,all
diff_drug,0.0225,all
diff_drug,0.0258,all
diff_drug,0.0116,all
diff_drug,0.0298,all
diff_drug,-0.0061,all
diff_drug,0.0446,all
diff_drug,-0.0128,all
diff_drug,-0.0147,all
diff_drug,0.02,all
diff_drug,0.0163,all
diff_drug,-0.0144,all
diff_drug,0.027,all
diff_drug,0.0399,all
diff_drug,0.0055,all
diff_drug,0.024,all
diff_drug,0.0479,all
diff_drug,-0.033,all
diff_drug,-0.0197,all
diff_drug,0.0667,all
diff_drug,0.0452,all
diff_drug,0.0295,all
diff_drug,0.0007,all
diff_drug,0.0253,all
diff_drug,0.0571,all
diff_drug,0.0446,all
diff_drug,0.0731,all
diff_drug,0.0379,all
diff_drug,0.0358,all
diff_drug,0.003,all
diff_drug,0.0279,all
diff_drug,0.0266,all
diff_drug,0.0336,all
diff_drug,0.0083,all
diff_drug,0.0213,all
diff_drug,0.0353,all
diff_drug,0.0405,all
diff_drug,0.0138,all
diff_drug,-0.0268,all
diff_drug,-0.0565,all
diff_drug,0.113,all
diff_drug,0.0202,all
diff_drug,0.0073,all
diff_drug,-0.0063,all
diff_drug,0.0085,all
diff_drug,0.0135,all
diff_drug,0.0345,all
diff_drug,0.0601,all
diff_drug,-0.0057,all
diff_drug,0.0046,all
diff_drug,0.0332,all
diff_drug,0.0388,all
diff_drug,0.0627,all
diff_drug,0.0085,all
diff_drug,-0.0289,all
diff_drug,0.0425,all
diff_drug,0.0114,all
diff_drug,-0.0017,all
diff_drug,0.0228,all
diff_drug,0.0523,all
diff_drug,0.0228,all
diff_drug,0.032,all
diff_drug,-0.0174,all
diff_drug,0.0229,all
diff_drug,0.0138,all
diff_drug,0.012,all
diff_drug,0.0561,all
diff_drug,-0.0017,all
diff_drug,-0.0012,all
diff_drug,-0.0382,all
diff_drug,0.0462,all
diff_drug,0.0139,all
diff_drug,-0.0265,all
diff_drug,0.0197,all
diff_drug,-0.0153,all
diff_drug,0.1831,all
diff_drug,0.0239,all
diff_drug,0.0158,all
diff_drug,-0.0282,all
diff_drug,0.0231,all
diff_drug,-0.0083,all
diff_drug,-0.0166,all
diff_drug,0.0131,all
diff_drug,0.0213,all
diff_drug,-0.0149,all
diff_drug,0.035,all
diff_drug,0.0244,all
diff_drug,0.0145,all
diff_drug,-0.02,all
diff_drug,0.0602,all
diff_drug,0.0322,all
diff_drug,0.0218,all
diff_drug,0.0454,all
diff_drug,0.0347,all
diff_drug,0.015,all
diff_drug,0.0228,all
diff_drug,0.0263,all
diff_drug,0.0028,all
diff_drug,0.0019,all
diff_drug,0.0612,all
diff_drug,0.0142,all
diff_drug,0.015,all
diff_drug,-0.047,all
diff_drug,0.0147,all
diff_drug,0.0361,all
diff_drug,0.0331,all
diff_drug,0.0025,all
diff_drug,0.0099,all
diff_drug,0.0011,all
diff_drug,-0.016,all
diff_drug,0.0283,all
diff_drug,0.0303,all
diff_drug,-0.008,all
diff_drug,0.0065,all
same_drug,-0.004,all
same_drug,0.0138,all
same_drug,0.0303,all
same_drug,0.0134,all
same_drug,0.0289,all
same_drug,0.4284,all
same_drug,0.0214,all
same_drug,0.0571,all
same_drug,0.0577,all
same_drug,0.067,all
same_drug,0.0671,all
same_drug,0.0304,all
same_drug,0.0904,all
same_drug,0.0062,all
same_drug,-0.0746,all
same_drug,0.0807,all
same_drug,0.0904,all
same_drug,0.0624,all
same_drug,0.0111,all
same_drug,0.0559,all
same_drug,0.0679,all
same_drug,0.0816,all
same_drug,0.0783,all
same_drug,-0.0087,all
same_drug,0.0075,all
same_drug,-0.0152,all
same_drug,0.0521,all
same_drug,0.0561,all
same_drug,0.0261,all
same_drug,0.0332,all
same_drug,-0.0837,all
same_drug,0.0114,all
same_drug,0.0359,all
same_drug,-0.013,all
same_drug,-0.0191,all
same_drug,0.0522,all
same_drug,0.0646,all
same_drug,0.0525,all
same_drug,0.0761,all
same_drug,0.0815,all
same_drug,0.2075,all
same_drug,0.0519,all
same_drug,0.0533,all
same_drug,0.05,all
same_drug,-0.0315,all
same_drug,0.065,all
same_drug,0.0198,all
same_drug,0.4611,all
same_drug,0.0296,all
same_drug,0.033,all
same_drug,0.0645,all
same_drug,0.0568,all
same_drug,0.0567,all
same_drug,0.0349,all
same_drug,0.1022,all
same_drug,0.007,all
same_drug,0.0102,all
same_drug,0.0618,all
same_drug,0.0544,all
same_drug,0.0012,all
same_drug,0.0383,all
same_drug,-0.0023,all
same_drug,0.0396,all
same_drug,0.0336,all
same_drug,0.0078,all
same_drug,0.0521,all
same_drug,0.0568,all
same_drug,0.0209,all
same_drug,0.0696,all
same_drug,-0.0057,all
same_drug,0.0637,all
same_drug,0.0647,all
same_drug,0.0382,all
same_drug,0.015,all
same_drug,0.0604,all
same_drug,0.0575,all
same_drug,0.0782,all
same_drug,0.1939,all
same_drug,-0.0157,all
same_drug,0.0341,all
same_drug,0.0184,all
same_drug,0.022,all
same_drug,0.0076,all
same_drug,-0.0342,all
same_drug,0.0551,all
same_drug,0.0687,all
same_drug,0.0607,all
same_drug,0.0181,all
same_drug,0.0567,all
same_drug,0.0345,all
same_drug,0.0671,all
same_drug,0.015,all
same_drug,0.0278,all
same_drug,0.0004,all
same_drug,0.0432,all
same_drug,0.0179,all
same_drug,0.0011,all
same_drug,0.0732,all
same_drug,0.0569,all
same_drug,0.0571,all
same_drug,0.0601,all
same_drug,-0.0003,all
same_drug,-0.0028,all
same_drug,0.0177,all
same_drug,0.0388,all
same_drug,-0.0241,all
same_drug,0.0418,all
same_drug,-0.0045,all
same_drug,0.0002,all
same_drug,-0.0162,all
